post_id,username,caption,hashtags,mentions,likes,comment_count
3832947044688995189_2091666763,indiancricketteam,"Here is a look at #TeamIndia's Playing XI for the 1️⃣st T20I 🙌

#AUSvIND","#TeamIndia, #AUSvIND",,86475,0
3832945800675200758_2091666763,indiancricketteam,"🚨 Toss 🚨

#TeamIndia have won the toss and elected to bowl first.

#AUSvIND","#TeamIndia, #AUSvIND",,175404,0
3832939385285280136_8547272193,asiancricketcouncil,"The skipper is unplayable on this surface, which is offering sharp turn! She picks up the crucial wicket of Zulfiqar, who was looking solid in the middle 🫵

#DPWorldWomensAsiaCupRisingStars2026 #INDWvPAKW #ACC","#DPWorldWomensAsiaCupRisingStars2026, #INDWvPAKW, #ACC",,212066,0
3832923702983980966_8547272193,asiancricketcouncil,"𝐉𝐢𝐧𝐭𝐢𝐦𝐚𝐧𝐢 𝐊𝐚𝐥𝐢𝐭𝐚 𝐬𝐭𝐫𝐢𝐤𝐞𝐬 𝐚𝐧𝐝 𝐬𝐞𝐧𝐝𝐬 𝐭𝐡𝐞 𝐞𝐱𝐩𝐞𝐫𝐢𝐞𝐧𝐜𝐞𝐝 𝐒𝐨𝐡𝐚𝐢𝐥 𝐛𝐚𝐜𝐤 🤩

India firmly in control after the first passage of play 👏

#DPWorldWomensAsiaCupRisingStars2026 #INDWvPAKW #ACC","#DPWorldWomensAsiaCupRisingStars2026, #INDWvPAKW, #ACC",,79023,0
3832920996760269360_8547272193,asiancricketcouncil,"Hard length does the trick for Thakor 💪

The ball nips back in and Yusra Amir has to walk back! 

#DPWorldWomensAsiaCupRisingStars2026 #INDWvPAKW #ACC","#DPWorldWomensAsiaCupRisingStars2026, #INDWvPAKW, #ACC",,240544,0
3832905680017750216_2091666763,indiancricketteam,"🚨 Toss 🚨

India A have been put into field first 👍

#WomensRisingStarsAsiaCup",#WomensRisingStarsAsiaCup,,108722,0
3832881807449375980_2091666763,indiancricketteam,"Three formats 👌
Iconic venues 🏟️
Exciting challenge 💪

Captain Harmanpreet Kaur and #TeamIndia are Australia ready 🙌

#AUSvIND | @imharmanpreet_kaur","#TeamIndia, #AUSvIND",@imharmanpreet_kaur,67733,0
3832821523598791477_2091666763,indiancricketteam,"Sri Lankan roots 🤝 Indian colours 💙

In conversation with #TeamIndia 🇮🇳 Training Assistant - Nuwan Seneviratne - ahead of a #T20WorldCup clash in Colombo! 

#MenInBlue","#TeamIndia, #T20WorldCup, #MenInBlue",,224299,0
3832807847944687734_2091666763,indiancricketteam,"Preps in place ✅
MATCH TIME soon in Sydney 😎

The #AUSvIND all-format series beckons 👊

#TeamIndia","#AUSvIND, #TeamIndia",,255969,0
3832471915709984954_2091666763,indiancricketteam,"Prep mode 🔛

📸 𝙎𝙣𝙖𝙥𝙨𝙝𝙤𝙩𝙨 from #TeamIndia's training session in Colombo! 💪

#T20WorldCup | #MenInBlue","#TeamIndia, #T20WorldCup, #MenInBlue",,430110,0
3832401135177813158_2091666763,indiancricketteam,"Warmed-up for the all-format series starting tomorrow ✅

Deepti Sharma sums up #TeamIndia's win against Governor General's XI in Sydney 👌👌

#AUSvIND","#TeamIndia, #AUSvIND",,124921,0
3832376557360575459_2091666763,indiancricketteam,"Next stop in the #T20WorldCup ⏳

📍 Colombo
💻 BCCI.tv
📱 Official BCCI App

#TeamIndia | #MenInBlue","#T20WorldCup, #TeamIndia, #MenInBlue",,243410,0
3832338106557860259_2091666763,indiancricketteam,"🗣️ 𝗪𝗣𝗟 𝗵𝗮𝘀 𝗽𝗹𝗮𝘆𝗲𝗱 𝗮 𝘃𝗲𝗿𝘆 𝗯𝗶𝗴 𝗿𝗼𝗹𝗲 𝗶𝗻 𝗶𝗺𝗽𝗿𝗼𝘃𝗶𝗻𝗴 𝗼𝘂𝗿 𝘄𝗼𝗺𝗲𝗻'𝘀 𝗰𝗿𝗶𝗰𝗸𝗲𝘁.

🎥 Hear from #TeamIndia Captain Harmanpreet Kaur ahead of the start of #AUSvIND T20I Series in Sydney 🙌

@imharmanpreet_kaur","#TeamIndia, #AUSvIND",@imharmanpreet_kaur,137289,0
3832307641767674690_2091666763,indiancricketteam,"2⃣ Games. 2⃣ Wins ✅

Which performance stood out the most for you in the #INDvNAM clash? 🤔

#TeamIndia | #MenInBlue | #T20WorldCup","#INDvNAM, #TeamIndia, #MenInBlue, #T20WorldCup",,73869,0
3832277928277897762_2091666763,indiancricketteam,"📍 Sydney Cricket Ground 

Captain Harmanpreet Kaur is geared 🆙 for the #AUSvIND Series Opener 🤩

#TeamIndia","#AUSvIND, #TeamIndia",,331099,0
3832219973222363457_2091666763,indiancricketteam,"New Delhi ✈️ Colombo

🎥 𝙏𝙧𝙖𝙫𝙚𝙡 𝘿𝙞𝙖𝙧𝙞𝙚𝙨 with #TeamIndia 😎

#T20WorldCup | #MenInBlue","#TeamIndia, #T20WorldCup, #MenInBlue",,249785,0
3832155605562515351_2091666763,indiancricketteam,"📍 Sydney 🌇

𝗖𝗿𝗶𝗰𝗸𝗲𝘁. 𝗖𝗼𝗳𝗳𝗲𝗲. 𝗖𝗼𝗺𝗲𝗯𝗮𝗰𝗸 ❤️

ft. Shreyanka Patil 🤗

WATCH 🎥

#TeamIndia | #AUSvIND","#TeamIndia, #AUSvIND",,198444,0
3832092798762558255_2091666763,indiancricketteam,"The captain asked him to keep it simple and he took it very seriously 😁

Presenting the very simple Episode 2 of The Speech, ft. Ishan Kishan 🎙️ 

Nominations for Episode 3? 🤔

#TeamIndia | #T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,507240,0
3831628469135164913_2091666763,indiancricketteam,"Run...Jump...Turn...𝙎𝙄𝙐𝙐𝙐𝙐! 🔥

Watch Mohd. Siraj break down Arshdeep Singh's celebration and rate him out of 1️⃣0️⃣

#TeamIndia | #MenInBlue | #T20WorldCup | #INDvNAM","#TeamIndia, #MenInBlue, #T20WorldCup, #INDvNAM",,772959,0
3831581687713151215_2091666763,indiancricketteam,"UAE won by 7 wickets. India A will look to bounce back in the next game!

#WomensRisingStarsAsiaCup",#WomensRisingStarsAsiaCup,,187521,0
3831529597377404519_2091666763,indiancricketteam,"Only 𝗴𝗼𝗼𝗱 𝘃𝗶𝗯𝗲𝘀 𝗮𝗻𝗱 𝗯𝗮𝗻𝘁𝗲𝗿 when two friends (and match-winners) get together 😀🤝

🎥 Hardik Pandya and Ishan Kishan take us through their New Delhi heroics 💪

#TeamIndia | #T20WorldCup | #MenInBlue | #INDvNAM","#TeamIndia, #T20WorldCup, #MenInBlue, #INDvNAM",,1749182,0
3831528382681718737_2091666763,indiancricketteam,"Innings Break!

India A have set a target of 1️⃣3️⃣1️⃣ on the back of crucial knocks from Anushka Sharma and Tanuja Kanwer 🎯 

Over to the bowlers 💪

#WomensRisingStarsAsiaCup",#WomensRisingStarsAsiaCup,,102387,0
3831472915930667738_2091666763,indiancricketteam,"Lights 🎬
Camera 📸
Smiles 😄

And a new “Star” 😎

Don’t miss out on this fun Media Day BTS ft. #TeamIndia 🙌

#AUSvIND","#TeamIndia, #AUSvIND",,123277,0
